ID,Category,Difficulty,Question,Option A,Option B,Option C,Option D,Option E,Correct Answer,Explanation,Status
f67f4d66-4581-4fe3-84d5-f288200ba14e,Pharmacokinetics,Hard,"A 98 kg patient is receiving TPN containing 20% glucose (500 mL) and 10% amino acids (500 mL), infused over 24 hours. The maximum recommended glucose delivery is 5 g/kg/day. Calculate the glucose delivery rate in g/kg/day and determine if it is within limits.",0.1 g/kg/day,1.53 g/kg/day,4.08 g/kg/day,0.68 g/kg/day,1.02 g/kg/day,E,Loading dose = Vd × Weight × Target concentration = 0.5 L/kg × 80 kg × 20 mg/L = 800.0 mg.,approved
d3097a5f-fb6a-46f8-a0ca-acaa8599d427,Pharmacokinetics,Hard,A 95 kg patient in the ICU requires dopamine at 2 micrograms/kg/minute. The infusion is prepared as 400 mg in 250 mL (concentration: 1.6 mg/mL). The maximum recommended rate is 20 micrograms/kg/minute. Calculate the infusion rate in mL/hour.,71.2 mL/hour,21.36 mL/hour,7.83 mL/hour,7.12 mL/hour,1.78 mL/hour,D,ke = 0.693 / t½ = 0.693 / 6 = 0.115 hr⁻¹.,approved
76687e7f-ec9d-4a1f-83fd-9f687fa962ba,Pharmacokinetics,Medium,A patient receives 400 mg theophylline IV over 24 hours and reaches a steady-state concentration of 10 mg/L. Calculate the clearance.,3.34 L/hour,1.00 L/hour,2.17 L/hour,1.34 L/hour,1.67 L/hour,E,At steady state: Cl = Dose rate / Css = (400 mg / 24 hr) / 10 mg/L = 16.67 mg/hr / 10 mg/L = 1.67 L/hour.,approved
ed664cd7-170a-4b07-9743-6a28cdbca60d,Unit Conversions,Hard,A 74 kg patient with an eGFR of 22 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 15-29 mL/min/1.73m²: reduce to 40% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. What volume of amikacin injection (50 mg/mL) should be drawn up?,8.88 mL,5.92 mL,2.22 mL,2.96 mL,9.77 mL,A,"Metric unit conversion: 1 mg = 1000 micrograms (mcg). To convert mcg to mg, divide by 1000: 1500 mcg ÷ 1000 = 1.5 mg. Tip: Move the decimal point 3 places left. This conversion is critical for drugs like levothyroxine, fentanyl, and digoxin where doses are often expressed in micrograms.",approved
181dea91-09e8-41d0-9301-0fc7219cb5b8,IV Flow Rates & Infusions,Hard,A 85 kg patient with an eGFR of 10 mL/min/1.73m² is prescribed gentamicin at 5 mg/kg once daily. The BNF recommends a maximum single dose of 500 mg and the following renal dose adjustments: eGFR 0-14 mL/min/1.73m²: reduce to 25% of normal dose. Gentamicin injection is available as 40 mg/mL in 2 mL vials. What is the correct gentamicin dose for this patient?,424.8 mg,159.3 mg,318.6 mg,53.1 mg,106.2 mg,E,Dose = 0.5 × 60 = 30.0 mg/hour. Rate = 30.0 mg/hr ÷ 2 mg/mL = 15.0 mL/hour.,approved
bf0ad40d-94dd-443b-aa1c-99997ef569c0,Concentrations & Dilutions,Easy,How much 10% w/v stock solution is needed to prepare 500 mL of 2% w/v solution?,125 mL,50 mL,75 mL,100 mL,150 mL,D,C1V1 = C2V2. 10 × V1 = 2 × 500. V1 = (2 × 500) / 10 = 100.0 mL.,approved
97832aea-d50f-46ba-a818-83de32398a85,IV Flow Rates & Infusions,Medium,A patient weighing 75 kg requires dopamine at 2 mcg/kg/min. The solution contains 1600 mcg/mL. Calculate the infusion rate in mL/hour.,7.0 mL/hour,4.2 mL/hour,5.6 mL/hour,2.8 mL/hour,8.4 mL/hour,C,Dose per minute = 2 × 75 = 150 mcg/min. Dose per hour = 150 × 60 = 9000 mcg/hour. Rate = 9000 / 1600 = 5.6 mL/hour.,approved
15bc7a9d-0deb-4b80-bae9-b61c1c77bc3b,Concentrations & Dilutions,Easy,"A 1000 mg vial has a displacement volume of 0.4 mL. If 9.6 mL of diluent is added, what is the final concentration?",150 mg/mL,75 mg/mL,125 mg/mL,100 mg/mL,50 mg/mL,D,Final volume = diluent + displacement = 9.6 + 0.4 = 10.0 mL. Concentration = 1000 mg / 10.0 mL = 100.0 mg/mL.,approved
d8b3e08d-4860-4b0e-adb0-55f7bea73d8b,Concentrations & Dilutions,Medium,"Calculate the osmolarity of 0.9% sodium chloride solution. (MW NaCl = 58.5, NaCl fully dissociates)",385 mOsmol/L,308 mOsmol/L,231 mOsmol/L,154 mOsmol/L,462 mOsmol/L,B,0.9% = 9 g/L. Millimoles = (9000 mg) / 58.5 = 153.8 mmol. Since NaCl dissociates into Na+ and Cl- (2 particles): Osmolarity = 153.8 × 2 = 308 mOsmol/L.,approved
5175d442-93de-4517-92f9-7af60f298faa,Dosage Calculations,Medium,Calculate the carboplatin dose using the Calvert formula for a target AUC of 5 and GFR of 80 mL/min. Dose = AUC × (GFR + 25).,525 mg,393 mg,262 mg,787 mg,656 mg,A,Carboplatin dosing uses AUC (Area Under the Curve) rather than BSA. The Calvert formula: Dose (mg) = Target AUC × (GFR + 25). Calculation: 5 × (80 + 25) = 5 × 105 = 525 mg. The +25 accounts for non-renal clearance. GFR is typically calculated using Cockcroft-Gault or measured via EDTA clearance for accurate dosing.,approved
6245bd84-32e9-4ac0-b09b-c08d546b260f,IV Flow Rates & Infusions,Easy,A 1000 mL infusion must run over 8 hours using a giving set that delivers 20 drops/mL. Calculate the drops per minute.,52 drops/min,21 drops/min,31 drops/min,42 drops/min,63 drops/min,D,Total drops = 1000 × 20 = 20000. Time in minutes = 8 × 60 = 480 min. Drops/min = 20000 / 480 = 42 drops/min.,approved
1814f22d-d8cb-448c-b9cf-55a9a0723844,Dosage Calculations,Hard,A patient is started on duloxetine for diabetic neuropathy using the following titration schedule: 30 mg daily for 14 days; 60 mg daily for 14 days; 60 mg twice daily for 28 days. Duloxetine is available as 30 mg tablets. Calculate the total number of 30 mg tablets needed for the primary drug.,616 tablets,1540 tablets,51.28 tablets,154 tablets,462 tablets,D,Units = volume × concentration = 0.4 mL × 100 units/mL = 40.0 units.,approved
5f4a735f-0262-4194-bc94-7c3e3e6b9068,IV Flow Rates & Infusions,Easy,"A potassium infusion bag contains 40 mmol/L. If the maximum safe rate is 20 mmol/hour, what is the maximum mL/hour?",625 mL/hour,750 mL/hour,500 mL/hour,375 mL/hour,250 mL/hour,C,Max rate = (max mmol/hour ÷ mmol/L) × 1000 = (20 ÷ 40) × 1000 = 500 mL/hour.,approved
4d7e659e-b4f7-433e-a7a3-ca8754a1485d,Pharmacokinetics,Hard,A 75 kg patient requires 10 mL of 0.25% lidocaine (without adrenaline) for local anaesthesia. The stock solution is lidocaine 2% (20 mg/mL). The BNF maximum dose of lidocaine without adrenaline is 3 mg/kg. How many mL of stock solution are needed to prepare this?,1.38 mL,1.88 mL,0.12 mL,3.75 mL,1.25 mL,E,Half-life decay to percentage: Step 1: Calculate number of half-lives = Time ÷ t½ = 12 ÷ 4 = 3 half-lives. Step 2: Calculate remaining fraction = (0.5)ⁿ = (0.5)³ = 0.125. Step 3: Convert to percentage = 0.125 × 100 = 12.5%. Each half-life reduces the amount by 50%: 100% → 50% → 25% → 12.5%.,approved
a9cec059-a339-4721-83c8-99dd2edb70a2,Dosage Calculations,Hard,A patient is started on venlafaxine MR for depression (switching) using the following titration schedule: 75 mg daily for 14 days; 150 mg daily for 14 days; 225 mg daily for 28 days. Venlafaxine is available as 75 mg tablets. Tablets come in packs of 30. How many packs should be dispensed for the primary drug?,7.5 pack(s) of 30,5 pack(s) of 30,20 pack(s) of 30,3.33 pack(s) of 30,0.5 pack(s) of 30,B,Tablets per dose = 250 ÷ 250 = 1. Total = 1 × 4 × 5 = 20 tablets.,approved
25f5dd1a-0664-4049-9556-4a858cd49eed,Dosage Calculations,Hard,"A 105 kg patient with an eGFR of 18 mL/min/1.73m² is prescribed vancomycin at 15 mg/kg every 12 hours. The BNF recommends a maximum single dose of 2000 mg and the following renal dose adjustments: eGFR 15-29 mL/min/1.73m²: reduce to 50% of normal dose. Vancomycin injection is available as 50 mg/mL in 10 mL vials. The dose is diluted to 250 mL and infused over 120 minutes. If the adjusted dose is diluted to 250 mL and infused over 120 minutes, what is the infusion rate in mL/hour?",62.5 mL/hour,500 mL/hour,83.38 mL/hour,125 mL/hour,112.5 mL/hour,D,"For INR 4.5-5.0 without bleeding, omit 1-2 doses and reduce the maintenance dose. Vitamin K is reserved for higher INRs (>8) or bleeding.",approved
6d170ea3-f9b4-4611-baef-58bf049e4313,Dosage Calculations,Hard,"A 62 kg patient with an eGFR of 48 mL/min/1.73m² is prescribed fluconazole at 6 mg/kg once daily. The BNF recommends a maximum single dose of 400 mg and the following renal dose adjustments: eGFR 30-50 mL/min/1.73m²: reduce to 50% of normal dose. Fluconazole injection is available as 2 mg/mL in 100 mL vials. The dose is diluted to 250 mL and infused over 90 minutes. If the adjusted dose is diluted to 250 mL and infused over 90 minutes, what is the infusion rate in mL/hour?",150.0 mL/hour,41.67 mL/hour,111.2 mL/hour,166.7 mL/hour,183.4 mL/hour,D,Dose = weight × dose per kg = 75 × 0.1 = 7.5 mg.,approved
82264f90-d918-4991-b40c-0bfb896eee97,Dosage Calculations,Easy,A TPN bag contains 10 mL of 10% calcium gluconate (0.45 mmol Ca/mL). How much calcium does this provide?,9.0 mmol,2.2 mmol,5.9 mmol,3.1 mmol,4.5 mmol,B,"TPN calcium content: Using the provided concentration: Calcium = Volume × Concentration = 10 mL × 0.45 mmol/mL = 4.5 mmol. Note: The 10% refers to calcium gluconate concentration, but calcium content is given as 0.45 mmol/mL because only part of the molecule is elemental calcium. Always use mmol/mL for calculations.",approved
007998ba-b4a2-4523-8592-0e70a4adeb06,Pharmacokinetics,Hard,A 68 kg patient is receiving gentamicin 5 mg/kg once daily. The measured trough level is 2.5 mg/L (target: <1 mg/L). The estimated Vd for gentamicin is 0.25 L/kg. Calculate the predicted peak concentration and comment on the trough level.,40 mg/L,20 mg/L,22 mg/L,10 mg/L,60 mg/L,B,Calculating half-life from concentration decline: Step 1: Determine the fold-decrease: 100 → 25 = 4-fold decrease. Step 2: Express as half-lives: 4 = 2² = 2 half-lives (100→50→25). Step 3: Calculate t½ = Total time ÷ Number of half-lives = 8 ÷ 2 = 4 hours. This reverse calculation is useful when monitoring drug levels.,approved
b6d5b9bb-41ff-43b7-81ff-7b179ba5ca5b,Concentrations & Dilutions,Hard,"A 75 kg patient is receiving TPN containing 20% glucose (500 mL) and 10% amino acids (500 mL), infused over 12 hours. The maximum recommended glucose delivery is 5 g/kg/day. Calculate the glucose delivery rate in g/kg/day and determine if it is within limits.",1.46 g/kg/day,1.33 g/kg/day,0.44 g/kg/day,0.89 g/kg/day,2.66 g/kg/day,B,Concentration = (800 mg × 1000) ÷ 500 mL = 1600 mcg/mL.,approved
751d74c7-e4ec-4a2c-91d4-3a6fae7edcf6,Dosage Calculations,Hard,A 95 kg patient with an eGFR of 40 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. What volume of amikacin injection (50 mg/mL) should be drawn up?,1.71 mL,51.3 mL,18.81 mL,34.2 mL,17.1 mL,E,Immunosuppressant weight-based dosing: Single dose = Weight × Dose per kg = 65 kg × 3 mg/kg = 195 mg per dose. Daily total = 195 mg × 2 = 390 mg/day. Ciclosporin requires therapeutic drug monitoring due to narrow therapeutic index and significant inter-patient variability. Trough levels guide dose adjustments.,approved
8908e4c5-a163-4677-8f3d-c2f3055cb031,Concentrations & Dilutions,Hard,A patient is started on levetiracetam for epilepsy (initiation) using the following titration schedule: 250 mg twice daily for 14 days; 500 mg twice daily for 14 days; 750 mg twice daily for 14 days; 1000 mg twice daily for 28 days. Levetiracetam is available as 250 mg tablets. Calculate the total milligrams of levetiracetam over the entire course.,196000 mg,980000 mg,98000 mg,32634 mg,88200 mg,C,"Percentage solution calculation: % w/v means grams per 100 mL. For 20% solution: 20 g per 100 mL. In 100 mL of 20% albumin: Amount = (20 ÷ 100) × 100 = 20 g. Alternatively, 20% × 100 mL = 20 g directly. Albumin 20% is hyperoncotic and draws fluid into the intravascular space; 4-5% is iso-oncotic.",approved
74590403-46a8-46c1-9253-5cab3cc3e437,Concentrations & Dilutions,Hard,A 62 kg patient requires a phenytoin loading dose of 18 mg/kg (max 2000 mg). Phenytoin injection is 50 mg/mL. The loading dose is diluted to 100 mL with NaCl 0.9%. Maximum infusion rate is 50 mg/minute. Calculate the infusion rate in mL/hour.,219.5 mL/hour,987.3 mL/hour,329.1 mL/hour,82.28 mL/hour,32.91 mL/hour,C,1:1000 means 1 g in 1000 mL = 1000 mg in 1000 mL = 1 mg/mL.,approved
8f819da8-0b80-4922-b309-59acf699c5d2,Dosage Calculations,Medium,A patient with CrCl 25 mL/min requires aciclovir for shingles. Normal dose is 800 mg 5 times daily. What adjustment is needed?,800 mg 5 times daily (no change),800 mg 4 times daily,800 mg 3 times daily,400 mg 5 times daily,200 mg 5 times daily,C,"For CrCl 10-25 mL/min, aciclovir dose for shingles should be reduced to 800 mg three times daily.",approved
fe980726-5a36-4cbb-9c47-b1f8d75adbe9,Concentrations & Dilutions,Hard,A 88 kg patient is receiving gentamicin 5 mg/kg once daily. The measured trough level is 1.2 mg/L (target: <1 mg/L). The estimated Vd for gentamicin is 0.25 L/kg. Calculate the predicted peak concentration and comment on the trough level.,20 mg/L,10 mg/L,2 mg/L,5 mg/L,40 mg/L,A,"Normal (isotonic) saline contains 0.9% w/v sodium chloride, which is approximately isotonic with blood plasma (~280-295 mOsmol/L).",approved
e4d5de1c-3e20-46ae-97d2-32b8a0e76f6f,IV Flow Rates & Infusions,Hard,A patient requires 30 mmol of potassium chloride added to 1000 mL sodium chloride 0.9% to be infused over 4 hours. KCl is available as a 15% solution (1 mmol KCl = 74.5 mg). The maximum peripheral infusion rate is 10 mmol/hour. Calculate the infusion rate in mL/hour.,62.5 mL/hour,750 mL/hour,225 mL/hour,250 mL/hour,500 mL/hour,D,"Volume from concentrated solution: Volume = Dose ÷ Concentration. 50% MgSO₄ = 0.5 g/mL (50 g per 100 mL). Volume = 4 g ÷ 0.5 g/mL = 8 mL. Magnesium sulfate 50% must be diluted before IV administration. Loading doses for eclampsia are typically 4 g IV over 15-20 minutes, followed by maintenance infusion.",approved
c86b7fe1-c864-4d8d-ae68-51966d464d2b,Dosage Calculations,Hard,"A 82 kg patient with an eGFR of 10 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 0-14 mL/min/1.73m²: reduce to 25% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. The dose is diluted to 100 mL and infused over 90 minutes. If the adjusted dose is diluted to 100 mL and infused over 90 minutes, what is the infusion rate in mL/hour?",6.67 mL/hour,266.8 mL/hour,60.03 mL/hour,66.7 mL/hour,200.1 mL/hour,D,Loading dose = weight × dose per kg = 70 × 18 = 1260 mg.,approved
d8b56cad-09ff-44ee-bf0f-f9b3b051b53b,Dosage Calculations,Hard,"A 85 kg patient with an eGFR of 38 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. The dose is diluted to 500 mL and infused over 60 minutes. If the adjusted dose is diluted to 500 mL and infused over 60 minutes, what is the infusion rate in mL/hour?",250 mL/hour,500 mL/hour,50 mL/hour,125 mL/hour,166.5 mL/hour,B,Weight-based anticoagulation: Treatment-dose enoxaparin is 1.5 mg/kg once daily or 1 mg/kg twice daily. Calculation: 80 kg × 1.5 mg/kg = 120 mg. This is the therapeutic dose for DVT/PE treatment. Prophylactic dosing is typically 40 mg daily (not weight-based). Monitor anti-Xa levels in renal impairment or extremes of weight.,approved
868fc0cd-5b17-488a-909e-fef3e1db6ac8,Dosage Calculations,Hard,A patient is started on prednisolone for acute asthma exacerbation using the following titration schedule: 40 mg daily for 5 days; 30 mg daily for 3 days; 20 mg daily for 3 days; 10 mg daily for 3 days; 5 mg daily for 3 days. Prednisolone is available as 5 mg tablets. Calculate the total milligrams of prednisolone over the entire course.,98.75 mg,1580 mg,197.5 mg,395 mg,790 mg,D,Daily tablets = 2 × 2 = 4. Days = 56 ÷ 4 = 14 days.,approved
b55ad0d1-83b9-45ea-abbb-22182f2a5a39,Dosage Calculations,Hard,A 70 kg patient requires 10 mL of 0.25% lidocaine (without adrenaline) for local anaesthesia. The stock solution is lidocaine 2% (20 mg/mL). The BNF maximum dose of lidocaine without adrenaline is 3 mg/kg. What is the maximum safe dose for this patient in mg?,210 mg,840 mg,52.5 mg,315 mg,420 mg,A,Morphine equivalent = codeine ÷ 10 = 240 ÷ 10 = 24.0 mg.,approved
5bda1b31-af1f-4808-b457-05b605b4d485,IV Flow Rates & Infusions,Easy,A 500 mL infusion runs at 125 mL/hour. How long will it take to complete?,5 hours,4 hours,3 hours,6 hours,2 hours,B,"Infusion duration calculation: Time = Volume ÷ Rate. Time = 500 mL ÷ 125 mL/hour = 4 hours. This is a straightforward rate-time-volume relationship. Knowing infusion duration helps plan medication timing, line changes, and subsequent doses. At 125 mL/hr, this equates to approximately 42 drops/min with a standard 20 drops/mL giving set.",approved
0210ccfa-5d2c-4025-b4d4-4f6882fb8751,Dosage Calculations,Hard,"A 65 kg patient with an eGFR of 28 mL/min/1.73m² is prescribed gentamicin at 5 mg/kg once daily. The BNF recommends a maximum single dose of 500 mg and the following renal dose adjustments: eGFR 15-29 mL/min/1.73m²: reduce to 40% of normal dose. Gentamicin injection is available as 40 mg/mL in 2 mL vials. The dose is diluted to 250 mL and infused over 60 minutes. If the adjusted dose is diluted to 250 mL and infused over 60 minutes, what is the infusion rate in mL/hour?",62.5 mL/hour,225 mL/hour,83.25 mL/hour,250 mL/hour,166.8 mL/hour,D,Dose = weight × dose per kg = 70 × 7 = 490 mg.,approved
