ID,Difficulty,Question,Option A,Option B,Option C,Option D,Option E,Correct Answer,Explanation,Status
7d918d33-5c10-494a-9010-6cc14f8b8a3e,Medium,"If the therapeutic index of a drug is narrow and a patient's dose needs to be adjusted because of renal impairment from a creatinine clearance (CrCl) of 80 mL/min to 40 mL/min, with a starting dose of 100 mg daily, what would be the most appropriate new daily dose?",50 mg,75 mg,100 mg,125 mg,25 mg,A,"For drugs with a narrow therapeutic index, dose adjustments are often proportional to changes in CrCl. A reduction in CrCl by half (from 80 mL/min to 40 mL/min) usually necessitates a reduction of the dose by half to avoid toxicity, making the new dose 50 mg.",approved
3858ec64-91f9-47a1-bbb9-f0feb5884b0b,Hard,A 105 kg patient with an eGFR of 12 mL/min/1.73m² is prescribed aciclovir at 10 mg/kg every 8 hours. The BNF recommends a maximum single dose of 800 mg and the following renal dose adjustments: eGFR 10-24 mL/min/1.73m²: reduce to 50% of normal dose. Aciclovir injection is available as 25 mg/mL in 20 mL vials. What is the correct aciclovir dose for this patient?,1600 mg,440 mg,400 mg,600 mg,360 mg,C,"Step 1: Calculate the normal dose
• Normal dose = Weight × Dose per kg
• 105 kg × 10 mg/kg = 1050 mg

Step 2: Check against the maximum single dose
• 1050 mg exceeds the maximum of 800 mg
• Capped dose = 800 mg

Step 3: Apply renal dose adjustment
• eGFR is 12 mL/min/1.73m², which falls in the 10–24 range
• Adjustment: reduce to 50% of normal dose
• Adjusted dose = 800 mg × 0.50 = 400 mg

Answer: 400 mg

Why other answers are wrong:
• 1600 mg — Double the capped dose with no adjustment
• 440 mg — May have applied 55% adjustment
• 600 mg — May have applied 75% adjustment
• 360 mg — May have applied a different percentage",approved
e3b21920-8a78-400a-809f-df62f4c0c038,Easy,A neonate weighing 3.2 kg requires gentamicin at 4 mg/kg. The stock solution is 10 mg/mL. Calculate the volume required.,0.13 mL,0.64 mL,1.28 mL,1.92 mL,12.8 mL,C,Neonatal dosing requires careful weight-based calculations. Step 1: Calculate total dose needed: 3.2 kg × 4 mg/kg = 12.8 mg. Step 2: Calculate volume from stock concentration using: Volume = Dose ÷ Concentration. Volume = 12.8 mg ÷ 10 mg/mL = 1.28 mL. Always double-check paediatric calculations due to the narrow margin for error.,approved
f8bb3fd4-2447-4a0e-8411-9e8b4a67ff0b,Easy,A child weighing 18 kg is prescribed amoxicillin 30 mg/kg/day in 3 divided doses. Calculate the dose per administration.,18 mg,180 mg,225 mg,360 mg,1800 mg,B,Daily dose = 18 kg × 30 mg/kg = 540 mg. Per dose = 540 mg ÷ 3 = 180.0 mg.,approved
cb166b91-f4cd-4ff9-8e22-df57c7ee7863,Easy,A patient weighing 72 kg requires gentamicin at a dose of 5 mg/kg. Calculate the total dose in mg.,180 mg,270 mg,360 mg,450 mg,3600 mg,C,Total dose = weight × dose per kg = 72 kg × 5 mg/kg = 360 mg.,approved
41fb8f29-7e71-476b-bfaa-da3cd8ae2ccf,Easy,A 85 kg patient requires paracetamol at 15 mg/kg with a maximum single dose of 1000 mg. What dose should be administered?,100 mg,500 mg,667 mg,1000 mg,1250 mg,D,"Calculated dose = 85 kg × 15 mg/kg = 1275 mg. Since this exceeds the maximum of 1000 mg, the dose administered is 1000 mg.",approved
ab4d1dbb-5009-49cc-b2d5-9c8eb8d76ff2,Easy,A patient with a body surface area (BSA) of 1.8 m² is prescribed cisplatin at 75 mg/m². Calculate the total dose.,13.5 mg,135.0 mg,168.8 mg,202.5 mg,1350.0 mg,B,"Step 1: Calculate the total dose using BSA
• Total dose = BSA × Dose per m²
• Total dose = 1.8 m² × 75 mg/m² = 135 mg

Answer: 135.0 mg

Why other answers are wrong:
• 13.5 mg — Decimal error (÷ 10)
• 168.8 mg — Would require a BSA of approximately 2.25 m²
• 202.5 mg — Would require a BSA of 2.7 m² or a higher dose per m²
• 1350.0 mg — Decimal error (× 10)

Key concept: BSA-based dosing is standard for cytotoxic drugs like cisplatin. The formula is simply: Total Dose = BSA (m²) × Dose per m².",approved
b082bc50-380f-4f36-9fd9-6f921d2437dd,Easy,A patient requires 500 mg of amoxicillin. The suspension available is 250 mg/5 mL. How many mL should be administered?,1.0 mL,5.0 mL,7.5 mL,10.0 mL,100.0 mL,D,Volume = (dose required ÷ concentration) × 5 mL = (500 mg ÷ 250 mg) × 5 mL = 10.0 mL.,approved
d41d0e36-0f03-4f9a-9d8a-675d0d321a6c,Hard,A 22 kg child is experiencing anaphylaxis. The recommended IM adrenaline dose is 10 micrograms/kg (maximum 500 micrograms). Adrenaline is available as 1:1000 solution. Calculate the volume to administer.,0.33 mL,0.07 mL,0.2 mL,0.22 mL,0.15 mL,D,"Step 1: Calculate the dose
• Dose = Weight × Dose per kg
• 22 kg × 10 mcg/kg = 220 micrograms

Step 2: Check against the maximum dose
• 220 mcg is below the maximum of 500 mcg, so no cap is needed

Step 3: Determine the concentration of 1:1000 adrenaline
• 1:1000 = 1 mg per 1 mL = 1000 micrograms per mL

Step 4: Calculate the volume
• Volume = Dose ÷ Concentration = 220 mcg ÷ 1000 mcg/mL = 0.22 mL

Answer: 0.22 mL of 1:1000 adrenaline IM

Why other answers are wrong:
• 0.33 mL — Would deliver 330 mcg (15 mcg/kg)
• 0.07 mL — Would deliver only 70 mcg (underdose)
• 0.2 mL — Would deliver 200 mcg (approximately 9 mcg/kg)
• 0.15 mL — Would deliver 150 mcg (underdose)

Key concept: 1:1000 adrenaline = 1 mg/mL = 1000 mcg/mL. Used IM for anaphylaxis. The 1:10,000 formulation (0.1 mg/mL) is for IV use.",approved
c83e3abf-ac72-4dda-ac8b-85149500c19f,Hard,A patient requires 40 mmol of potassium chloride added to 1000 mL sodium chloride 0.9% to be infused over 6 hours. KCl is available as a 15% solution (1 mmol KCl = 74.5 mg). The maximum peripheral infusion rate is 10 mmol/hour. Calculate the volume of 15% KCl to add.,19.87 mL,1.99 mL,6.62 mL,29.8 mL,39.74 mL,A,"Step 1: Calculate the total mass of KCl required
• KCl required = 40 mmol
• 1 mmol KCl = 74.5 mg
• Total mass = 40 mmol × 74.5 mg/mmol = 2980 mg

Step 2: Determine the concentration of 15% KCl
• 15% w/v = 15 g per 100 mL = 150 mg/mL

Step 3: Calculate the volume to add
• Volume = Mass ÷ Concentration = 2980 mg ÷ 150 mg/mL = 19.87 mL

Step 4: Check the infusion rate is safe
• 40 mmol over 6 hours = 6.67 mmol/hour
• Maximum peripheral rate is 10 mmol/hour — this is within limits

Answer: 19.87 mL of 15% KCl

Why other answers are wrong:
• 1.99 mL — Decimal error (÷ 10)
• 6.62 mL — May have used only one-third of the required amount
• 29.8 mL — May have used 10% KCl concentration
• 39.74 mL — Double the correct answer",approved
29f40d77-a153-41ce-9da7-4a92f9e4b0f1,Hard,A 67 kg patient with an eGFR of 15 mL/min/1.73m² is prescribed gentamicin at 5 mg/kg once daily. The BNF recommends a maximum single dose of 500 mg and the following renal dose adjustments: eGFR 15-29 mL/min/1.73m²: reduce to 40% of normal dose. Gentamicin injection is available as 40 mg/mL in 2 mL vials. What volume of gentamicin injection (40 mg/mL) should be drawn up?,13.4 mL,2.23 mL,1.68 mL,33.5 mL,3.35 mL,E,"Step 1: Calculate the normal dose
• Normal dose = Weight × Dose per kg
• 67 kg × 5 mg/kg = 335 mg

Step 2: Check against the maximum single dose
• 335 mg is below the maximum of 500 mg, so no cap is needed

Step 3: Apply renal dose adjustment
• eGFR is 15 mL/min/1.73m², which falls in the 15–29 range
• Adjustment: reduce to 40% of normal dose
• Adjusted dose = 335 mg × 0.40 = 134 mg

Step 4: Calculate the volume to draw up
• Stock concentration: 40 mg/mL
• Volume = Dose ÷ Concentration = 134 mg ÷ 40 mg/mL = 3.35 mL

Answer: 3.35 mL

Why other answers are wrong:
• 13.4 mL — No renal adjustment applied (335 ÷ 25, calculation error)
• 2.23 mL — May have applied a different adjustment factor
• 1.68 mL — Half the correct answer
• 33.5 mL — Decimal error (× 10)",approved
b4307044-fb48-4977-9b85-20f81722147c,Hard,A 98 kg patient with an eGFR of 40 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. What is the correct amikacin dose for this patient?,88.2 mg,293.7 mg,3528 mg,882 mg,793.8 mg,D,"Step 1: Calculate the normal dose
• Normal dose = Weight × Dose per kg
• 98 kg × 15 mg/kg = 1470 mg

Step 2: Check against the maximum single dose
• 1470 mg is below the maximum of 1500 mg, so no cap is needed

Step 3: Apply renal dose adjustment
• eGFR is 40 mL/min/1.73m², which falls in the 30–60 range
• Adjustment: reduce to 60% of normal dose
• Adjusted dose = 1470 mg × 0.60 = 882 mg

Answer: 882 mg

Why other answers are wrong:
• 88.2 mg — Decimal error (÷ 10)
• 293.7 mg — May have applied 20% instead of 60%
• 3528 mg — Calculation error (possibly × 4)
• 793.8 mg — May have applied 54% instead of 60%",approved
fffdc0e3-39e8-47a3-9553-8699fe670005,Medium,"A drug is normally dosed at 400 mg for CrCl ≥100 mL/min. For a patient with CrCl 40 mL/min, calculate the proportionally adjusted dose.",16 mg,120 mg,160 mg,200 mg,240 mg,C,Adjusted dose = 400 mg × (40/100) = 400 × 0.4 = 160.0 mg.,approved
703c01a6-9648-480a-88d4-2b91c22f8587,Easy,A patient on prednisolone 40 mg daily tapers by 5 mg each week. What is the dose after 4 weeks?,10 mg,20 mg,25 mg,30 mg,200 mg,B,Corticosteroid tapering prevents adrenal insufficiency after prolonged use. Calculate cumulative reduction: 5 mg/week × 4 weeks = 20 mg total reduction. Final dose = Starting dose - Total reduction = 40 mg - 20 mg = 20 mg. Tapering schedules vary; this example uses a fixed weekly reduction rather than percentage-based.,approved
1c95133a-3dff-4b27-9d11-d36356cebbbe,Hard,"A patient (weight 80 kg, height 160 cm) with a GFR of 60 mL/min is prescribed carboplatin using the Calvert formula: Dose (mg) = target AUC × (GFR + 25). The target AUC is 5 mg/mL·min and the maximum dose is 800 mg per BNF. The dose is diluted in 500 mL glucose 5% and infused over 1 hour(s). Calculate the correct carboplatin dose in mg.",382.5 mg,4250 mg,425 mg,141.5 mg,1275 mg,C,"Step 1: Apply the Calvert formula
• Dose (mg) = Target AUC × (GFR + 25)
• Dose = 5 mg/mL·min × (60 + 25)
• Dose = 5 × 85 = 425 mg

Step 2: Check against the maximum dose
• 425 mg is below the maximum of 800 mg per BNF, so no cap is needed

Answer: 425 mg

Why other answers are wrong:
• 382.5 mg — May have used a different GFR or AUC
• 4250 mg — Decimal error (× 10)
• 141.5 mg — Calculation error
• 1275 mg — May have used AUC of 15

Key concept: The Calvert formula (Dose = AUC × [GFR + 25]) personalises carboplatin dosing based on renal function. The constant 25 accounts for non-renal clearance.",approved
6578affb-8fa1-4bce-965f-e9fd3821b0a7,Hard,A patient is started on mirtazapine for depression with insomnia using the following titration schedule: 15 mg at night for 14 days; 30 mg at night for 14 days; 45 mg at night for 28 days. Mirtazapine is available as 15 mg tablets. Calculate the total number of 15 mg tablets needed for the primary drug.,126 tablets,504 tablets,138.6 tablets,84.04 tablets,189 tablets,A,"Step 1: Calculate the total number of 15 mg tablets for each phase
• Phase 1: 15 mg daily for 14 days → 1 tablet/day × 14 = 14 tablets
• Phase 2: 30 mg daily for 14 days → 2 tablets/day × 14 = 28 tablets
• Phase 3: 45 mg daily for 28 days → 3 tablets/day × 28 = 84 tablets

Step 2: Calculate the total tablets
• Total = 14 + 28 + 84 = 126 tablets

Answer: 126 tablets

Why other answers are wrong:
• 504 tablets — Quadruple the correct answer
• 138.6 tablets — Calculation error
• 84.04 tablets — Only counted the final phase
• 189 tablets — 1.5× the correct answer

Key concept: Convert each dose to the number of tablets per day using the available strength, multiply by the number of days in that phase, then sum all phases.",approved
12cfa7fc-963f-456b-9305-444bc5434f13,Hard,A 72 kg patient with an eGFR of 35 mL/min/1.73m² is prescribed gentamicin at 5 mg/kg once daily. The BNF recommends a maximum single dose of 500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Gentamicin injection is available as 40 mg/mL in 2 mL vials. What is the correct gentamicin dose for this patient?,21.6 mg,144.1 mg,108 mg,216 mg,2160 mg,D,"Step 1: Calculate the normal dose
• Normal dose = Weight × Dose per kg
• 72 kg × 5 mg/kg = 360 mg

Step 2: Check against the maximum single dose
• 360 mg is below the maximum of 500 mg, so no cap is needed

Step 3: Apply renal dose adjustment
• eGFR is 35 mL/min/1.73m², which falls in the 30–60 range
• Adjustment: reduce to 60% of normal dose
• Adjusted dose = 360 mg × 0.60 = 216 mg

Answer: 216 mg

Why other answers are wrong:
• 21.6 mg — Decimal error (÷ 10)
• 144.1 mg — May have applied 40% instead of 60%
• 108 mg — This is 30% of the normal dose
• 2160 mg — Decimal error (× 10)",approved
4718f931-63e3-464d-bd53-5534ac962cda,Medium,"Calculate CrCl for a 65-year-old male, 70 kg, serum creatinine 120 μmol/L. Use: CrCl = ((140-age) × weight) / (0.815 × SCr).",5.4 mL/min,26.9 mL/min,40.3 mL/min,53.7 mL/min,80.6 mL/min,D,"The Cockcroft-Gault equation estimates creatinine clearance: CrCl = ((140 - Age) × Weight) ÷ (0.815 × SCr). Substituting: CrCl = ((140 - 65) × 70) ÷ (0.815 × 120) = (75 × 70) ÷ 97.8 = 5250 ÷ 97.8 = 53.7 mL/min. For females, multiply result by 0.85. CrCl is essential for dose adjustments of renally cleared drugs.",approved
7a8e2e6a-ddb6-4136-8e54-b932d3f7fa8f,Medium,A patient (BSA 1.75 m²) receives 5-FU at 1000 mg/m²/day for 4 days. Calculate the total dose for the course.,700 mg,4667 mg,7000 mg,8750 mg,70000 mg,C,Chemotherapy course dosing: Step 1: Calculate daily dose = BSA × Dose per m² = 1.75 m² × 1000 mg/m² = 1750 mg/day. Step 2: Calculate total course dose = Daily dose × Number of days = 1750 mg × 4 days = 7000 mg total. 5-Fluorouracil (5-FU) dosing uses BSA to individualise treatment and reduce toxicity risk.,approved
42759aef-a179-4907-bba7-1bd1469daf4e,Easy,"After a loading dose of 1000 mg digoxin, the maintenance dose is 25% of the loading dose. Calculate the daily maintenance dose.",25 mg,125 mg,250 mg,312 mg,375 mg,C,"Digoxin maintenance dosing: Maintenance Dose = Loading Dose × Maintenance Fraction. Here: 1000 mg × 0.25 = 250 mg daily. The maintenance dose replaces the amount eliminated each day. Note: This is a calculation example - typical digoxin doses are in micrograms (125-250 mcg), not milligrams.",approved
96dd312b-1be5-42f7-bcf6-5a3e01ac966b,Easy,A patient with CrCl 30 mL/min requires dose adjustment of a drug normally dosed at 500 mg. Guidelines recommend a 50% reduction for CrCl <30. What is the adjusted dose?,125 mg,167 mg,188 mg,250 mg,2500 mg,D,"Renal dose adjustment: For drugs eliminated by the kidneys, reduced CrCl means slower elimination and potential accumulation. A 50% dose reduction means: Adjusted Dose = Original Dose × 0.5 = 500 mg × 0.5 = 250 mg. This maintains therapeutic levels while preventing toxicity in renal impairment.",approved
f5182972-aa37-43d1-8a8c-f1b132274257,Hard,A 74 kg adult patient requires IV maintenance fluids at 30 mL/kg/day. The fluid prescribed is NaCl 0.18%/Glucose 4% with 40 mmol/L KCl added. NaCl 0.18%/Glucose 4% contains 31 mmol/L sodium. How much potassium (mmol) will the patient receive in 24 hours?,44.5 mmol/day,89 mmol/day,267 mmol/day,8.9 mmol/day,890 mmol/day,B,"Step 1: Calculate the total daily fluid volume
• Volume = Weight × mL/kg/day
• Volume = 74 kg × 30 mL/kg/day = 2220 mL/day = 2.22 L/day

Step 2: Calculate the potassium delivered
• KCl concentration in the bag = 40 mmol/L
• Potassium = Volume (L) × Concentration (mmol/L)
• Potassium = 2.22 L × 40 mmol/L = 88.8 mmol ≈ 89 mmol/day

Answer: 89 mmol/day

Why other answers are wrong:
• 44.5 mmol/day — Half the correct answer (may have used 20 mmol/L)
• 267 mmol/day — Triple the correct answer
• 8.9 mmol/day — Decimal error (÷ 10)
• 890 mmol/day — Decimal error (× 10)",approved
b0e89a0f-2d03-4552-95c3-151626c26139,Easy,A 22 kg child is prescribed cephalexin 50 mg/kg/day in 4 divided doses. Calculate the dose per administration.,138 mg,275 mg,344 mg,412 mg,2750 mg,B,Daily dose = 22 × 50 = 1100 mg. Per dose = 1100 ÷ 4 = 275.0 mg.,approved
